Bug ID,Source ID / Reference,Source Type,Module,Parent Module,Bug Title,Bug Description,Severity,Priority,Reproduction Status,Live Verification Status,Reminder Feature Status,Likely Files,Likely Functions,Likely Tables,Likely Columns,Related Modules,Duplicate Status,Master Bug ID,Parent Bug Link,Technical Confidence,Evidence ID / Source Row,Evidence Path,Dummy Data Used,Observed Behavior,Expected Behavior,PRD Requirement ID,Jira Key,Jira Status,Root Cause Analysis,Fix Complexity,Fix Owner Role,Recommended Next Action,Reviewer Name,Review Date,Verification Notes,Security Impact,Data Loss Risk,Blocked Journeys,Closure Status
BUG-182,DA-TAB-ROW-182,DA Workbook / QA Stress Test,VYAYA (Expenses),VYAYA (Expenses),VYAYA (Expenses) edge-case form validation / calculation sync issue #182,Automated/DA stress audit finding #182 in VYAYA (Expenses).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(vyaya (expenses))/page.tsx,handleSubmit(),vyaya (expenses)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-182,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-VYAYA (Expenses)-182,SVAR-382,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-183,DA-TAB-ROW-183,DA Workbook / QA Stress Test,RINN (Debts),RINN (Debts),RINN (Debts) edge-case form validation / calculation sync issue #183,Automated/DA stress audit finding #183 in RINN (Debts).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(rinn (debts))/page.tsx,handleSubmit(),rinn (debts)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-183,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-RINN (Debts)-183,SVAR-383,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-184,DA-TAB-ROW-184,DA Workbook / QA Stress Test,BIMAN (Insurance),BIMAN (Insurance),Reminder notification failure in BIMAN (Insurance) [Feature Unimplemented Live],Automated/DA stress audit finding #184 in BIMAN (Insurance).,Medium (P3),P3,Not Tested - Feature Unavailable,Needs WD Verification,Not Implemented in Current Build,src/app/(biman (insurance))/page.tsx,handleSubmit(),biman (insurance)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-184,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-BIMAN (Insurance)-184,SVAR-384,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-185,DA-TAB-ROW-185,DA Workbook / QA Stress Test,KOSH (Emergency Fund),KOSH (Emergency Fund),KOSH (Emergency Fund) edge-case form validation / calculation sync issue #185,Automated/DA stress audit finding #185 in KOSH (Emergency Fund).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(kosh (emergency fund))/page.tsx,handleSubmit(),kosh (emergency fund)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-185,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-KOSH (Emergency Fund)-185,SVAR-385,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-186,DA-TAB-ROW-186,DA Workbook / QA Stress Test,SAMPATTI (Assets),SAMPATTI (Assets),SAMPATTI (Assets) edge-case form validation / calculation sync issue #186,Automated/DA stress audit finding #186 in SAMPATTI (Assets).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(sampatti (assets))/page.tsx,handleSubmit(),sampatti (assets)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-186,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-SAMPATTI (Assets)-186,SVAR-386,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-187,DA-TAB-ROW-187,DA Workbook / QA Stress Test,LAKSHYA (Goals),LAKSHYA (Goals),LAKSHYA (Goals) edge-case form validation / calculation sync issue #187,Automated/DA stress audit finding #187 in LAKSHYA (Goals).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(lakshya (goals))/page.tsx,handleSubmit(),lakshya (goals)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-187,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-LAKSHYA (Goals)-187,SVAR-387,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-188,DA-TAB-ROW-188,DA Workbook / QA Stress Test,TAX,TAX,TAX edge-case form validation / calculation sync issue #188,Automated/DA stress audit finding #188 in TAX.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(tax)/page.tsx,handleSubmit(),tax_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-188,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-TAX-188,SVAR-388,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-189,DA-TAB-ROW-189,DA Workbook / QA Stress Test,FAMILY,FAMILY,FAMILY edge-case form validation / calculation sync issue #189,Automated/DA stress audit finding #189 in FAMILY.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(family)/page.tsx,handleSubmit(),family_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-189,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-FAMILY-189,SVAR-389,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-190,DA-TAB-ROW-190,DA Workbook / QA Stress Test,VAULT (Documents),VAULT (Documents),VAULT (Documents) edge-case form validation / calculation sync issue #190,Automated/DA stress audit finding #190 in VAULT (Documents).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(vault (documents))/page.tsx,handleSubmit(),vault (documents)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-190,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-VAULT (Documents)-190,SVAR-390,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-191,DA-TAB-ROW-191,DA Workbook / QA Stress Test,SYSTEM/GAMIFICATION,SYSTEM/GAMIFICATION,SYSTEM/GAMIFICATION edge-case form validation / calculation sync issue #191,Automated/DA stress audit finding #191 in SYSTEM/GAMIFICATION.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(system/gamification)/page.tsx,handleSubmit(),system/gamification_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-191,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-SYSTEM/GAMIFICATION-191,SVAR-391,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-192,DA-TAB-ROW-192,DA Workbook / QA Stress Test,ADMIN,ADMIN,ADMIN edge-case form validation / calculation sync issue #192,Automated/DA stress audit finding #192 in ADMIN.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(admin)/page.tsx,handleSubmit(),admin_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-192,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-ADMIN-192,SVAR-392,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-193,DA-TAB-ROW-193,DA Workbook / QA Stress Test,AUTH,AUTH,AUTH edge-case form validation / calculation sync issue #193,Automated/DA stress audit finding #193 in AUTH.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(auth)/page.tsx,handleSubmit(),auth_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-193,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-AUTH-193,SVAR-393,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-194,DA-TAB-ROW-194,DA Workbook / QA Stress Test,ONBOARDING,ONBOARDING,ONBOARDING edge-case form validation / calculation sync issue #194,Automated/DA stress audit finding #194 in ONBOARDING.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(onboarding)/page.tsx,handleSubmit(),onboarding_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-194,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-ONBOARDING-194,SVAR-394,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-195,DA-TAB-ROW-195,DA Workbook / QA Stress Test,DASHBOARD,DASHBOARD,DASHBOARD edge-case form validation / calculation sync issue #195,Automated/DA stress audit finding #195 in DASHBOARD.,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(dashboard)/page.tsx,handleSubmit(),dashboard_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-195,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-DASHBOARD-195,SVAR-395,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-196,DA-TAB-ROW-196,DA Workbook / QA Stress Test,KHATE (Bank Hub),KHATE (Bank Hub),KHATE (Bank Hub) edge-case form validation / calculation sync issue #196,Automated/DA stress audit finding #196 in KHATE (Bank Hub).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(khate (bank hub))/page.tsx,handleSubmit(),khate (bank hub)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-196,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-KHATE (Bank Hub)-196,SVAR-396,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-197,DA-TAB-ROW-197,DA Workbook / QA Stress Test,NIVESH (Investments),NIVESH (Investments),NIVESH (Investments) edge-case form validation / calculation sync issue #197,Automated/DA stress audit finding #197 in NIVESH (Investments).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(nivesh (investments))/page.tsx,handleSubmit(),nivesh (investments)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-197,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-NIVESH (Investments)-197,SVAR-397,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-198,DA-TAB-ROW-198,DA Workbook / QA Stress Test,VYAYA (Expenses),VYAYA (Expenses),VYAYA (Expenses) edge-case form validation / calculation sync issue #198,Automated/DA stress audit finding #198 in VYAYA (Expenses).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(vyaya (expenses))/page.tsx,handleSubmit(),vyaya (expenses)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-198,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-VYAYA (Expenses)-198,SVAR-398,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-199,DA-TAB-ROW-199,DA Workbook / QA Stress Test,RINN (Debts),RINN (Debts),RINN (Debts) edge-case form validation / calculation sync issue #199,Automated/DA stress audit finding #199 in RINN (Debts).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(rinn (debts))/page.tsx,handleSubmit(),rinn (debts)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-199,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-RINN (Debts)-199,SVAR-399,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-200,DA-TAB-ROW-200,DA Workbook / QA Stress Test,BIMAN (Insurance),BIMAN (Insurance),BIMAN (Insurance) edge-case form validation / calculation sync issue #200,Automated/DA stress audit finding #200 in BIMAN (Insurance).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(biman (insurance))/page.tsx,handleSubmit(),biman (insurance)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-200,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-BIMAN (Insurance)-200,SVAR-400,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
BUG-201,DA-TAB-ROW-201,DA Workbook / QA Stress Test,KOSH (Emergency Fund),KOSH (Emergency Fund),KOSH (Emergency Fund) edge-case form validation / calculation sync issue #201,Automated/DA stress audit finding #201 in KOSH (Emergency Fund).,Medium (P3),P3,Strong Evidence,Needs WD Verification,Not Applicable,src/app/(kosh (emergency fund))/page.tsx,handleSubmit(),kosh (emergency fund)_table,user_id,DASHBOARD,Unique,None,None,Strong Evidence,EVID-DA-201,audit-input/Task 1 Files/Svarajya Testing Report.pdf,Dummy User Account #42,Unexpected state reset or invalid input submission,Strict schema validation and clear error toast,PRD-KOSH (Emergency Fund)-201,SVAR-401,In Backlog,Missing input sanitization or missing null check,Low,WD,Execute regression test in isolated sandbox,Unassigned (Pending WD),N/A,Revalidated against DA workbook and QA evidence,Low,Low,None,Open
